年龄,年龄段,身份定位,评估结论,监护状况,教养方式,认知类型,同伴关系,社区环境,在校表现,法治教育覆盖,内容接触,线上交往行为,财务行为,家庭沟通分,家庭冲突分,冲动易冲动程度,攻击暴力倾向,自我认同问题程度,受不良同伴影响强度,受社区影响强度,逃学旷课频次,法治教育学习效果,上网时间问题程度,深夜上网问题程度,接触有害内容频次,时间管理问题程度,理财观念行为问题程度,情感支持,情绪调节困难程度
Q1147,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在,暴力型教养,价值观模糊,无不良同伴,社区一般；社区一般,偶尔缺课；偶尔缺课,偶尔宣传,接触暴力/血腥内容,被网络欺凌/受害,偶尔冲动消费,3,5,2,1,2,0,3,3,3,1,4,5,3,5,1
Q1148,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养,溺爱型教养,偶有极端/模糊倾向,加入不良群体,社区一般；社区一般,探索个性化学习,无法治教育,主要接触正面/学习资源,线上交往健康,被诈骗,0,2,4,1,1,3,2,0,3,2,5,1,2,3,1
Q1149,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；留守,忽视型教养；暴力型教养,偶有极端/模糊倾向,无不良同伴,社区资源丰富且治安好,偶尔缺课,按课表开展,接触暴力/血腥内容,线上交往健康,存在欠债,5,3,4,5,3,2,0,4,3,5,3,2,4,0,0
Q1150,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；留守；监护人积极参与(保护),权威型教养；忽视型教养,价值观模糊,受同伴影响,社区治安较差；社区一般,偶尔缺课；偶尔逃学,深度参与/法治活动活跃,接触暴力/血腥内容,参与/发起网络欺凌,被诈骗,5,3,2,5,4,1,4,1,3,2,3,1,3,0,5
Q1151,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；流动监护；监护薄弱,溺爱型教养,无极端倾向,无不良同伴,社区资源贫乏；社区一般,偶尔逃学,按课表开展,接触色情内容,接触不良社交圈,被诈骗,3,5,0,5,5,2,3,3,1,0,3,0,4,3,5
Q1152,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护),溺爱型教养；传统型教养,敌意价值观,偶有接触,高风险社区,偶尔缺课,深度参与/法治活动活跃,接触暴力/血腥内容,被网络欺凌/受害,存在欠债,3,5,4,4,3,3,3,0,4,2,1,3,2,2,3
Q1153,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；监护薄弱,忽视型教养；溺爱型教养,偶有极端/模糊倾向,结交不良同伴,高风险社区；社区资源丰富且治安好,偶尔逃学,深度参与/法治活动活跃,接触暴力/血腥内容,被网络欺凌/受害,严重财务问题,3,2,0,2,5,5,3,0,3,2,5,1,0,0,0
Q1154,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；父母失联；监护薄弱,溺爱型教养,敌意价值观,无不良同伴,社区资源丰富且治安好,探索个性化学习；偶尔缺课,无法治教育,接触诈骗信息,被网络欺凌/受害,存在欠债,4,4,2,1,1,2,3,4,0,1,0,0,5,1,1
Q1155,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；单亲；父母失业,溺爱型教养；传统型教养,敌意价值观,受同伴影响,社区一般；社区资源丰富且治安好,长期旷课,按课表开展,接触黑灰产信息,线上交往健康,被诈骗,0,1,3,0,3,1,0,3,2,4,2,0,0,1,3
Q1156,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；长期疾病；监护人积极参与(保护),暴力型教养,价值观模糊,受同伴影响,社区一般,辍学；偶尔缺课,偶尔宣传,接触诈骗信息,被网络欺凌/受害,理财能力良好,4,3,3,4,2,4,4,4,3,4,1,4,1,0,0
Q1157,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护,溺爱型教养；传统型教养,敌意价值观,结交不良同伴,社区犯罪频发,偶尔缺课；探索个性化学习,无法治教育,接触黑灰产信息,被网络欺凌/受害,偶尔冲动消费,0,4,0,0,5,0,3,4,3,4,4,1,1,1,2
Q1158,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；父母失业,忽视型教养；暴力型教养,价值观模糊,受同伴影响,社区一般,辍学；偶尔逃学,深度参与/法治活动活跃,接触黑灰产信息,被网络欺凌/受害,存在欠债,3,2,1,3,4,0,1,2,1,2,2,1,5,5,1
Q1159,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；长期疾病,暴力型教养；传统型教养,价值观模糊,加入不良群体,高风险社区,探索个性化学习,无法治教育,接触色情内容,接触不良社交圈,严重财务问题,4,0,3,3,3,2,3,3,2,3,0,2,4,3,3
Q1160,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；父母常年不在,传统型教养,价值观模糊,结交不良同伴,社区资源贫乏；社区一般,偶尔缺课；辍学,深度参与/法治活动活跃,接触黑灰产信息,被网络欺凌/受害,被诈骗,0,4,2,2,0,5,4,1,0,1,0,1,4,3,0
Q1161,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守；监护薄弱；单亲,传统型教养；暴力型教养,偶有极端/模糊倾向,偶有接触,高风险社区；社区一般,长期旷课；偶尔缺课,按课表开展,接触诈骗信息,线上交往健康,偶尔冲动消费,4,2,5,3,4,3,0,4,0,2,5,1,3,3,1
Q1162,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护)；监护薄弱,传统型教养；忽视型教养,敌意价值观,无不良同伴,社区资源丰富且治安好,偶尔逃学,无法治教育,接触诈骗信息,参与/发起网络欺凌,偶尔冲动消费,5,0,0,2,0,1,1,1,0,0,0,3,2,3,4
Q1163,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业；父母失联；单亲,暴力型教养,敌意价值观,加入不良群体,社区治安较差,偶尔逃学,偶尔宣传,接触诈骗信息,接触不良社交圈,严重财务问题,3,5,1,5,1,2,3,2,5,1,0,1,1,3,2
Q1164,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守；监护薄弱；监护人积极参与(保护),暴力型教养；溺爱型教养,偶有极端/模糊倾向,加入不良群体,社区犯罪频发；高风险社区,辍学,无法治教育,接触诈骗信息,参与/发起网络欺凌,被诈骗,2,5,2,3,3,4,5,0,1,2,0,3,1,1,1
Q1165,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；监护薄弱,传统型教养；溺爱型教养,偶有极端/模糊倾向,偶有接触,社区一般；社区犯罪频发,长期旷课,无法治教育,接触诈骗信息,接触不良社交圈,存在欠债,4,3,2,5,3,1,3,0,2,0,3,5,1,1,3
Q1166,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护；父母常年不在,权威型教养；传统型教养,敌意价值观,无不良同伴,社区犯罪频发；社区资源丰富且治安好,偶尔逃学,按课表开展,接触暴力/血腥内容,被网络欺凌/受害,严重财务问题,0,2,2,0,1,5,0,2,1,3,0,2,0,3,4
Q1167,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；父母失业,权威型教养；忽视型教养,偶有极端/模糊倾向,结交不良同伴,高风险社区,偶尔逃学；偶尔缺课,按课表开展,接触暴力/血腥内容,线上交往健康,严重财务问题,3,5,2,5,2,2,2,4,5,3,5,0,1,1,5
Q1168,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业,传统型教养,价值观模糊,加入不良群体,社区资源贫乏,偶尔逃学,深度参与/法治活动活跃,接触色情内容,参与/发起网络欺凌,被诈骗,0,1,5,2,4,3,4,5,1,5,4,5,0,3,1
Q1169,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业,权威型教养；暴力型教养,无极端倾向,无不良同伴,社区资源贫乏,长期旷课,偶尔宣传,接触色情内容,接触不良社交圈,严重财务问题,4,2,5,2,1,5,1,0,0,0,5,2,0,3,0
Q1170,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在,溺爱型教养；暴力型教养,偶有极端/模糊倾向,受同伴影响,高风险社区,偶尔逃学,深度参与/法治活动活跃,接触诈骗信息,线上交往健康,严重财务问题,5,5,1,5,4,3,4,4,1,5,0,2,0,3,2
Q1171,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业；单亲；监护人积极参与(保护),暴力型教养；传统型教养,敌意价值观,加入不良群体,社区犯罪频发,探索个性化学习；偶尔缺课,深度参与/法治活动活跃,接触色情内容,接触不良社交圈,偶尔冲动消费,0,0,3,3,3,1,5,1,5,4,3,0,1,4,5
Q1172,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；留守；流动监护,权威型教养,价值观模糊,无不良同伴,社区一般,偶尔缺课；偶尔缺课,无法治教育,接触黑灰产信息,接触不良社交圈,被诈骗,3,1,5,0,2,2,5,0,2,3,3,3,2,5,4
Q1173,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；监护薄弱,权威型教养,敌意价值观,无不良同伴,社区一般,辍学,无法治教育,接触黑灰产信息,被网络欺凌/受害,严重财务问题,2,2,5,5,5,5,5,1,5,1,1,0,2,0,3
Q1174,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业,溺爱型教养；传统型教养,敌意价值观,无不良同伴,社区一般,探索个性化学习,深度参与/法治活动活跃,接触诈骗信息,接触不良社交圈,理财能力良好,0,5,0,1,4,3,3,2,2,4,5,1,3,3,1
Q1175,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联,暴力型教养；忽视型教养,偶有极端/模糊倾向,无不良同伴,社区犯罪频发,偶尔逃学,无法治教育,主要接触正面/学习资源,被网络欺凌/受害,理财能力良好,5,3,1,3,2,3,2,2,3,5,1,4,2,2,5
Q1176,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守,暴力型教养；忽视型教养,偶有极端/模糊倾向,受同伴影响,社区一般；社区犯罪频发,长期旷课,无法治教育,接触诈骗信息,线上交往健康,存在欠债,1,3,5,3,4,2,4,3,5,0,4,1,5,1,3
Q1177,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业,忽视型教养；溺爱型教养,敌意价值观,无不良同伴,社区治安较差；社区一般,偶尔逃学；偶尔逃学,偶尔宣传,接触诈骗信息,线上交往健康,理财能力良好,3,2,3,4,0,5,3,2,0,5,2,0,0,2,2
Q1178,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱,忽视型教养；溺爱型教养,无极端倾向,结交不良同伴,社区资源贫乏；高风险社区,偶尔逃学；辍学,偶尔宣传,接触色情内容,参与/发起网络欺凌,存在欠债,4,2,0,2,2,0,0,5,2,2,5,4,5,5,2
Q1179,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业；流动监护；长期疾病,权威型教养,敌意价值观,结交不良同伴,社区一般；社区治安较差,探索个性化学习；偶尔逃学,无法治教育,接触诈骗信息,参与/发起网络欺凌,存在欠债,5,4,5,5,0,0,1,4,5,1,0,3,0,2,3
Q1180,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；流动监护；监护薄弱,传统型教养,价值观模糊,加入不良群体,社区犯罪频发,偶尔缺课,偶尔宣传,接触黑灰产信息,线上交往健康,理财能力良好,2,4,2,2,5,4,3,2,1,0,2,2,5,0,0
Q1181,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱,权威型教养,价值观模糊,加入不良群体,社区犯罪频发,辍学,偶尔宣传,接触诈骗信息,接触不良社交圈,被诈骗,4,1,2,0,1,3,5,2,3,1,2,0,4,4,3
Q1182,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；留守；事实无人抚养,权威型教养；忽视型教养,偶有极端/模糊倾向,无不良同伴,社区资源贫乏；社区治安较差,探索个性化学习；长期旷课,按课表开展,接触色情内容,参与/发起网络欺凌,存在欠债,2,5,5,1,3,2,3,0,1,4,2,3,2,1,1
Q1183,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；事实无人抚养；留守,暴力型教养,价值观模糊,加入不良群体,社区资源丰富且治安好,偶尔缺课；辍学,偶尔宣传,主要接触正面/学习资源,被网络欺凌/受害,偶尔冲动消费,5,0,5,0,2,0,3,5,4,5,1,5,2,1,2
Q1184,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护；单亲,忽视型教养,价值观模糊,偶有接触,社区犯罪频发,长期旷课；偶尔逃学,偶尔宣传,主要接触正面/学习资源,参与/发起网络欺凌,严重财务问题,1,0,5,2,3,3,3,4,0,4,1,3,4,4,3
Q1185,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护；父母常年不在；单亲,溺爱型教养,无极端倾向,无不良同伴,社区资源丰富且治安好,长期旷课,偶尔宣传,主要接触正面/学习资源,参与/发起网络欺凌,偶尔冲动消费,4,0,2,0,2,5,2,5,5,2,0,0,4,5,5
Q1186,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在,溺爱型教养；暴力型教养,偶有极端/模糊倾向,无不良同伴,高风险社区；社区治安较差,偶尔缺课,深度参与/法治活动活跃,主要接触正面/学习资源,被网络欺凌/受害,偶尔冲动消费,1,2,0,1,3,2,4,4,1,2,4,4,2,5,2
Q1187,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联,传统型教养,无极端倾向,偶有接触,社区一般；社区治安较差,辍学,按课表开展,接触诈骗信息,参与/发起网络欺凌,存在欠债,2,1,2,4,3,1,2,1,0,3,4,5,2,5,1
Q1188,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；留守,溺爱型教养,无极端倾向,结交不良同伴,社区资源贫乏,偶尔逃学；偶尔逃学,偶尔宣传,接触诈骗信息,线上交往健康,被诈骗,5,1,4,5,3,3,0,5,5,5,0,5,1,5,5
Q1189,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；事实无人抚养；留守,溺爱型教养,敌意价值观,受同伴影响,社区一般；社区一般,偶尔缺课,深度参与/法治活动活跃,主要接触正面/学习资源,线上交往健康,严重财务问题,5,5,3,2,0,3,4,0,5,4,0,2,3,2,5
Q1190,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守；监护人积极参与(保护)；流动监护,传统型教养；权威型教养,敌意价值观,偶有接触,社区资源丰富且治安好,探索个性化学习；长期旷课,无法治教育,接触黑灰产信息,接触不良社交圈,被诈骗,1,0,1,3,5,1,0,4,3,1,2,2,0,0,1
Q1191,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；事实无人抚养；监护薄弱,暴力型教养,无极端倾向,偶有接触,高风险社区,探索个性化学习；探索个性化学习,深度参与/法治活动活跃,主要接触正面/学习资源,参与/发起网络欺凌,偶尔冲动消费,1,4,5,2,1,2,1,4,1,1,0,5,5,2,5
Q1192,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；事实无人抚养,权威型教养,偶有极端/模糊倾向,加入不良群体,社区一般；社区犯罪频发,偶尔缺课；偶尔逃学,偶尔宣传,接触色情内容,参与/发起网络欺凌,严重财务问题,0,4,4,3,4,0,1,5,2,5,2,0,5,1,4
Q1193,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；长期疾病,暴力型教养；传统型教养,偶有极端/模糊倾向,加入不良群体,社区犯罪频发；社区一般,偶尔缺课,深度参与/法治活动活跃,接触暴力/血腥内容,参与/发起网络欺凌,被诈骗,0,5,3,4,0,1,0,1,2,1,0,0,3,1,4
Q1194,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；监护薄弱；长期疾病,传统型教养；忽视型教养,无极端倾向,加入不良群体,社区一般,偶尔逃学；偶尔缺课,深度参与/法治活动活跃,主要接触正面/学习资源,接触不良社交圈,严重财务问题,2,0,3,3,3,0,1,5,4,4,2,4,2,1,2
Q1195,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲,忽视型教养,无极端倾向,加入不良群体,社区一般；社区资源丰富且治安好,偶尔逃学；偶尔逃学,偶尔宣传,接触诈骗信息,线上交往健康,理财能力良好,2,5,2,2,2,5,5,0,5,5,3,5,3,3,1
Q1196,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；单亲,传统型教养,敌意价值观,结交不良同伴,高风险社区；社区一般,偶尔缺课,无法治教育,接触色情内容,被网络欺凌/受害,被诈骗,1,4,3,1,5,1,1,2,4,5,4,3,1,3,5
Q1197,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；父母失业；监护薄弱,忽视型教养；溺爱型教养,无极端倾向,无不良同伴,社区一般,偶尔逃学,无法治教育,接触暴力/血腥内容,被网络欺凌/受害,严重财务问题,4,1,0,5,3,3,4,3,1,0,1,1,0,0,2
Q1198,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护；监护人积极参与(保护),溺爱型教养,敌意价值观,受同伴影响,社区一般；社区治安较差,偶尔逃学；探索个性化学习,偶尔宣传,接触色情内容,被网络欺凌/受害,存在欠债,4,4,1,3,5,5,5,1,1,4,1,1,5,3,3
Q1199,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养,暴力型教养；忽视型教养,偶有极端/模糊倾向,受同伴影响,社区一般,探索个性化学习；探索个性化学习,无法治教育,主要接触正面/学习资源,参与/发起网络欺凌,偶尔冲动消费,1,4,1,5,0,1,5,2,5,0,5,5,0,2,4
Q1200,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；流动监护,暴力型教养；忽视型教养,偶有极端/模糊倾向,加入不良群体,社区资源丰富且治安好；社区治安较差,偶尔缺课；偶尔缺课,偶尔宣传,接触暴力/血腥内容,被网络欺凌/受害,理财能力良好,3,5,4,0,2,5,1,1,0,4,2,3,4,5,2
Q1201,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲,权威型教养；暴力型教养,无极端倾向,偶有接触,社区一般；高风险社区,长期旷课；偶尔逃学,按课表开展,接触暴力/血腥内容,接触不良社交圈,被诈骗,5,0,1,1,1,4,4,4,0,1,2,5,0,2,4
Q1202,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；父母失业；父母失联,传统型教养,敌意价值观,偶有接触,社区资源贫乏；社区资源贫乏,偶尔逃学；偶尔缺课,无法治教育,接触暴力/血腥内容,接触不良社交圈,理财能力良好,5,2,2,0,1,5,1,3,5,5,3,3,3,3,3
Q1203,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱,权威型教养,敌意价值观,加入不良群体,社区一般,偶尔缺课；探索个性化学习,按课表开展,主要接触正面/学习资源,接触不良社交圈,偶尔冲动消费,3,3,1,1,0,0,0,2,3,4,0,3,3,0,3
Q1204,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护；留守；监护薄弱,权威型教养；暴力型教养,偶有极端/模糊倾向,受同伴影响,社区一般,偶尔缺课；偶尔逃学,深度参与/法治活动活跃,接触黑灰产信息,接触不良社交圈,偶尔冲动消费,5,3,2,4,0,1,5,4,4,0,4,5,3,5,2
Q1205,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联,忽视型教养,价值观模糊,无不良同伴,社区一般；社区一般,偶尔逃学,偶尔宣传,主要接触正面/学习资源,参与/发起网络欺凌,严重财务问题,4,2,3,3,3,4,2,4,4,4,1,3,1,4,3
Q1206,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护；长期疾病,暴力型教养,偶有极端/模糊倾向,加入不良群体,社区治安较差；高风险社区,辍学,按课表开展,接触诈骗信息,参与/发起网络欺凌,被诈骗,0,4,4,3,2,2,5,3,0,4,4,5,2,4,0
Q1207,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；流动监护；父母失业,传统型教养,价值观模糊,加入不良群体,社区资源丰富且治安好,长期旷课,无法治教育,接触黑灰产信息,接触不良社交圈,被诈骗,1,5,3,4,5,3,1,4,0,4,1,2,3,3,4
Q1208,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护,暴力型教养；忽视型教养,价值观模糊,无不良同伴,社区一般,偶尔逃学,深度参与/法治活动活跃,接触黑灰产信息,参与/发起网络欺凌,被诈骗,5,2,1,5,0,0,0,4,5,5,4,4,5,0,5
Q1209,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；监护人积极参与(保护),传统型教养；忽视型教养,偶有极端/模糊倾向,结交不良同伴,社区治安较差,辍学,偶尔宣传,主要接触正面/学习资源,参与/发起网络欺凌,被诈骗,3,0,2,0,0,5,1,3,5,1,1,3,4,1,5
Q1210,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；留守；父母失业,传统型教养；暴力型教养,无极端倾向,受同伴影响,社区资源贫乏,偶尔逃学,偶尔宣传,接触色情内容,线上交往健康,被诈骗,5,2,0,3,1,2,3,5,4,1,2,5,3,2,2
Q1211,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养；监护人积极参与(保护)；父母常年不在,传统型教养；忽视型教养,无极端倾向,偶有接触,社区一般,偶尔缺课；偶尔逃学,深度参与/法治活动活跃,接触诈骗信息,线上交往健康,理财能力良好,3,4,5,2,3,4,3,1,0,4,3,3,1,2,0
Q1212,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；事实无人抚养；父母失业,溺爱型教养,敌意价值观,加入不良群体,高风险社区,偶尔缺课,按课表开展,接触色情内容,线上交往健康,理财能力良好,0,4,3,1,4,2,2,1,5,5,4,2,2,0,1
Q1213,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在,权威型教养；传统型教养,偶有极端/模糊倾向,偶有接触,社区资源贫乏；社区治安较差,偶尔缺课,按课表开展,接触暴力/血腥内容,被网络欺凌/受害,存在欠债,1,5,0,0,1,1,3,1,2,5,4,4,4,2,0
Q1214,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；父母失业；流动监护,暴力型教养,无极端倾向,无不良同伴,社区资源贫乏；社区一般,偶尔缺课；偶尔逃学,偶尔宣传,接触色情内容,参与/发起网络欺凌,理财能力良好,5,0,4,1,0,5,0,2,2,5,3,4,2,1,5
Q1215,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；父母失联；父母失业,溺爱型教养；暴力型教养,价值观模糊,受同伴影响,社区一般；社区资源丰富且治安好,偶尔缺课,按课表开展,接触暴力/血腥内容,线上交往健康,严重财务问题,1,5,0,5,1,5,0,3,1,3,3,2,3,4,3
Q1216,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护,传统型教养,偶有极端/模糊倾向,加入不良群体,高风险社区,偶尔逃学,无法治教育,主要接触正面/学习资源,线上交往健康,偶尔冲动消费,1,3,2,2,0,5,3,5,3,0,5,4,4,0,0
Q1217,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；父母常年不在,暴力型教养；忽视型教养,偶有极端/模糊倾向,受同伴影响,社区一般,偶尔逃学；偶尔逃学,深度参与/法治活动活跃,接触色情内容,被网络欺凌/受害,严重财务问题,1,1,2,1,3,5,5,5,0,0,5,4,5,5,0
Q1218,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养；长期疾病,传统型教养；忽视型教养,偶有极端/模糊倾向,结交不良同伴,高风险社区；社区资源丰富且治安好,偶尔逃学,无法治教育,主要接触正面/学习资源,线上交往健康,被诈骗,5,4,3,5,0,4,3,2,2,5,5,4,0,3,3
Q1219,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守,溺爱型教养,无极端倾向,无不良同伴,社区一般,偶尔逃学；偶尔逃学,按课表开展,主要接触正面/学习资源,被网络欺凌/受害,存在欠债,2,5,4,5,0,2,1,1,4,1,0,3,4,3,3
Q1220,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守,暴力型教养,敌意价值观,偶有接触,社区犯罪频发,辍学,偶尔宣传,接触暴力/血腥内容,被网络欺凌/受害,理财能力良好,3,4,3,0,0,1,1,2,0,5,1,4,2,4,4
Q1221,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；单亲；父母失联,传统型教养；暴力型教养,无极端倾向,偶有接触,社区治安较差；社区犯罪频发,偶尔缺课；长期旷课,偶尔宣传,接触暴力/血腥内容,线上交往健康,被诈骗,0,1,1,5,5,0,1,2,1,3,5,3,3,2,1
Q1222,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守,权威型教养,偶有极端/模糊倾向,无不良同伴,社区一般；社区治安较差,偶尔逃学,无法治教育,接触黑灰产信息,参与/发起网络欺凌,严重财务问题,1,4,4,0,5,1,2,1,3,1,2,0,2,5,1
Q1223,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；监护薄弱,传统型教养；溺爱型教养,偶有极端/模糊倾向,结交不良同伴,社区一般；社区一般,偶尔逃学；辍学,深度参与/法治活动活跃,接触诈骗信息,接触不良社交圈,偶尔冲动消费,0,2,3,5,0,5,0,0,3,2,4,1,5,5,4
Q1224,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护；事实无人抚养；父母常年不在,暴力型教养；忽视型教养,敌意价值观,偶有接触,社区一般；社区一般,偶尔逃学,深度参与/法治活动活跃,接触黑灰产信息,接触不良社交圈,严重财务问题,0,0,2,0,5,2,1,3,1,0,1,4,5,0,5
Q1225,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病,忽视型教养；溺爱型教养,无极端倾向,偶有接触,社区犯罪频发；社区治安较差,偶尔逃学；偶尔缺课,按课表开展,接触色情内容,被网络欺凌/受害,理财能力良好,1,4,2,2,5,1,2,4,5,4,4,0,2,0,5
Q1226,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养；监护薄弱,暴力型教养,价值观模糊,结交不良同伴,社区一般,探索个性化学习,无法治教育,主要接触正面/学习资源,线上交往健康,理财能力良好,2,2,3,1,4,4,5,1,1,4,0,3,2,2,3
Q1227,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；监护薄弱,暴力型教养,敌意价值观,偶有接触,社区一般；社区犯罪频发,偶尔逃学,深度参与/法治活动活跃,主要接触正面/学习资源,参与/发起网络欺凌,存在欠债,0,3,4,1,1,4,2,3,3,3,2,5,4,0,1
Q1228,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；事实无人抚养；流动监护,溺爱型教养；忽视型教养,无极端倾向,偶有接触,高风险社区；社区资源贫乏,辍学,偶尔宣传,接触诈骗信息,参与/发起网络欺凌,理财能力良好,4,1,4,2,0,3,1,4,4,0,0,5,5,5,4
Q1229,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护；单亲；留守,溺爱型教养；忽视型教养,无极端倾向,受同伴影响,社区一般,偶尔逃学；偶尔逃学,按课表开展,接触暴力/血腥内容,线上交往健康,严重财务问题,0,0,3,5,1,1,5,0,3,0,3,2,1,1,3
